name	age	gender	ethnicity	type	party	state	user_screen_name	wikipedia_id	wiki_img_url	wiki_img_labels	wiki_img_labelsconf	wiki_img_labels_macv	wiki_img_labels_awsrek	wiki_img_labelsconf_awsrek	wiki_img_objects
Will Hurd	41	Male	african_american	Representative	Republican	TX	hurdonthehill	Will_Hurd	mc_images/Will_Hurd.jpg	person, official, spokesperson, businessperson, suit, speaker, public_speaking, speech, business	0.9246723651885986, 0.8884131908416748, 0.7826604247093201, 0.7796980738639832, 0.7603777647018433, 0.606226921081543, 0.6039566993713379, 0.5997402667999268, 0.5664864182472229	person, man, necktie, clothing, suit, wearing, standing, striped, smiling, red, front, woman, dressed, hand, holding, black, cutting, sign, white, room	symbol, flag, american_flag, human, person, face	99.77444458007812, 99.77444458007812, 93.818115234375, 91.26597595214844, 91.26597595214844, 60.9300422668457	Tie, Flag, Man, Person
Brian Babin	70	Male	white	Representative	Republican	TX	RepBrianBabin	Brian_Babin	mc_images/Brian_Babin.jpg	suit, official, businessperson, spokesperson, outerwear, necktie, gentleman, speech, formal_wear, speaker, tuxedo, elder	0.9085776805877686, 0.8915160298347473, 0.773125410079956, 0.7449887990951538, 0.6992212533950806, 0.6486911773681641, 0.6354103684425354, 0.6075078845024109, 0.569115936756134, 0.5476739406585693, 0.5068814158439636, 0.5030427575111389	person, man, clothing, suit, necktie, red, wearing, standing, dressed, holding, posing, black, white, people, sign	flag, symbol, human, person, american_flag, accessories, accessory, tie, necktie	99.74340057373047, 99.74340057373047, 94.60636901855469, 94.60636901855469, 93.5140609741211, 87.98384857177734, 87.98384857177734, 87.98384857177734, 66.35905456542969	Tie, Flag, Man, Person
Mia Love	43	Female	african_american	Representative	Republican	UT	repmialove	Mia_Love	mc_images/Mia_Love.jpg	beauty, hairstyle, official, businessperson, black_hair, long_hair, spokesperson, smile, suit, television_presenter, speaker, music_artist	0.8743009567260742, 0.8361346125602722, 0.8272957801818848, 0.7326418161392212, 0.7227957248687744, 0.6923173666000366, 0.6832249164581299, 0.6780450344085693, 0.6365906000137329, 0.6238994598388672, 0.5697202086448669, 0.5388786792755127	person, woman, indoor, clothing, smiling, table, front, holding, standing, large, cake, posing, black, young, dress, laptop, man, white, shirt, people, cutting, knife, red, suit, room, blue	flag, symbol, human, person, american_flag	99.40499114990234, 99.40499114990234, 95.12679290771484, 95.12679290771484, 90.25289154052734	Woman, Flag, Necklace
Donald Beyer	68	Male	white	Representative	Democrat	VA	repdonbeyer	Don_Beyer	mc_images/Don_Beyer.jpg	official, businessperson, spokesperson, speaker, public_speaking, suit, speech, flag, business	0.8739750981330872, 0.7146162986755371, 0.660564124584198, 0.657317042350769, 0.6350466012954712, 0.6331525444984436, 0.6005766987800598, 0.5479122400283813, 0.5310122966766357	person, man, necktie, suit, clothing, wearing, business, standing, dressed, holding, woman, red, black, dress, posing, hand, cutting, people, neck, white, young, sign	symbol, flag, human, person, american_flag, face, tie, accessories, accessory	99.21204376220703, 99.21204376220703, 93.365234375, 93.365234375, 88.7500991821289, 65.6353988647461, 59.184181213378906, 59.184181213378906, 59.184181213378906	Tie, Person, Flag, Man
Barbara Comstock	59	Female	white	Representative	Republican	VA	RepComstock	Barbara_Comstock	mc_images/Barbara_Comstock.jpg	blue, beauty, standing, smile, formal_wear, shoulder, outerwear, electric_blue, senior_citizen, businessperson, suit, girl	0.9683803915977478, 0.8763797283172607, 0.8372361063957214, 0.7804264426231384, 0.7636698484420776, 0.7441203594207764, 0.7112411260604858, 0.6524580717086792, 0.6214560270309448, 0.5993393659591675, 0.5554168224334717, 0.5474849343299866	person, building, clothing, standing, woman, window, holding, man, front, sidewalk, posing, table, blue, suit, dress, large, walking, suitcase, young, luggage, cake, wedding, shirt, white, street	apparel, clothing, sleeve, long_sleeve, pants, person, human, female, dress, woman, child, teen, blonde, kid, girl, sitting, blouse, home_decor	99.92723083496094, 99.92723083496094, 99.92723083496094, 99.68086242675781, 98.82823181152344, 95.30797576904297, 95.30797576904297, 92.98957824707031, 85.73365020751953, 81.76316833496094, 81.6276626586914, 81.6276626586914, 81.6276626586914, 81.6276626586914, 81.6276626586914, 74.7490463256836, 56.308162689208984, 55.2188606262207	Person, Woman, Dress, Skirt
Stacey Plaskett	54	Female	african_american	Representative	Democrat	VI	staceyplaskett	Stacey_Plaskett	mc_images/Stacey_Plaskett.jpg	official, spokesperson, outerwear, smile, speaker, public_speaking, girl, scholar, speech	0.8689656257629395, 0.7468212842941284, 0.7234638333320618, 0.6702451705932617, 0.6244806051254272, 0.5789011716842651, 0.5766648054122925, 0.5734490156173706, 0.5397407412528992	person, outdoor, clothing, woman, posing, holding, smiling, man, photo, standing, front, young, shirt, people, wearing, large, white, phone, blue, sign, street	flag, symbol, human, person, american_flag	99.25281524658203, 99.25281524658203, 91.9990463256836, 91.9990463256836, 89.00537872314453	Person, Flag
Dan Newhouse	63	Male	white	Representative	Republican	WA	RepNewhouse	Dan_Newhouse	mc_images/Dan_Newhouse.jpg	official, businessperson, suit, spokesperson, elder, gentleman, facial_hair, speaker, senior_citizen	0.8847579956054688, 0.7688995003700256, 0.7052718997001648, 0.6616083979606628, 0.6413047313690186, 0.6141706705093384, 0.527981698513031, 0.5222534537315369, 0.512893795967102	person, man, suit, wearing, holding, standing, dressed, posing, uniform, black, blue, pair, woman, cutting, white, shirt	flag, symbol, american_flag, person, human, accessories, tie, accessory	99.67156982421875, 99.67156982421875, 94.14617919921875, 93.81741333007812, 93.81741333007812, 72.3544921875, 72.3544921875, 72.3544921875	Tie, Flag, Outerwear, Person
Glenn Grothman	63	Male	white	Representative	Republican	WI	RepGrothman	Glenn_Grothman	mc_images/Glenn_Grothman.jpg	official, suit, businessperson, spokesperson, speech, speaker, elder, public_speaking, senior_citizen	0.8913665413856506, 0.7766144275665283, 0.7483471632003784, 0.7380335330963135, 0.6804754137992859, 0.6801076531410217, 0.6390087008476257, 0.560599148273468, 0.5056981444358826	person, man, suit, clothing, necktie, red, wearing, standing, dressed, woman, business, holding, posing, glasses, white, black, sign, phone, people, blue, room	flag, symbol, human, person, american_flag, accessories, accessory, tie, face	99.42839813232422, 99.42839813232422, 92.5042953491211, 92.5042953491211, 90.46912384033203, 67.67778778076172, 67.67778778076172, 67.67778778076172, 64.4507827758789	Tie, Flag
Alex Mooney	47	Male	hispanic	Representative	Republican	WV	RepAlexMooney	Alex_Mooney	mc_images/Alex_Mooney.jpg	person, chin, official, forehead, businessperson, elder, white_collar_worker, smile, spokesperson, business, speaker	0.9467506408691406, 0.8970133662223816, 0.8736941814422607, 0.8462184071540833, 0.7841768860816956, 0.7535248398780823, 0.7200068831443787, 0.6284593939781189, 0.5910682082176208, 0.5117969512939453, 0.5020008683204651	person, man, suit, necktie, clothing, wearing, posing, jacket, dressed, standing, smiling, photo, front, camera, red, business, holding, sign, glasses, old, white, young, blue	tie, accessories, accessory, human, person, face, necktie, head, executive, photography, portrait, photo, smile, attorney	99.6220703125, 99.6220703125, 99.6220703125, 98.89945220947266, 98.89945220947266, 98.89945220947266, 96.1409683227539, 94.1476821899414, 83.01384735107422, 70.555908203125, 70.555908203125, 70.555908203125, 58.28981399536133, 56.20630645751953	Tie, Man
Evan Jenkins	58	Male	white	Representative	Republican	WV	RepEvanJenkins	Evan_Jenkins_(politician)	mc_images/Evan_Jenkins_(politician).jpg	suit, official, businessperson, spokesperson, formal_wear, white_collar_worker, gentleman, necktie, tuxedo, speaker, business, public_speaking	0.9167347550392151, 0.8914517760276794, 0.8058899641036987, 0.7779433131217957, 0.7171493768692017, 0.7143400311470032, 0.7072717547416687, 0.6452686786651611, 0.6271873116493225, 0.5929668545722961, 0.5320891737937927, 0.5182525515556335	person, suit, man, clothing, necktie, red, wearing, standing, dressed, posing, business, smiling, holding, jacket, front, camera, black, woman, young, white, sign, room, blue, people, street	flag, symbol, human, person, face, american_flag, tie, accessory, accessories, dimples, smile	99.02059173583984, 99.02059173583984, 93.7547607421875, 93.7547607421875, 93.7547607421875, 88.63225555419922, 74.03606414794922, 74.03606414794922, 74.03606414794922, 62.75054168701172, 59.154239654541016	Tie, Man, Flag
Aumua Amata	71	Female	asian	Representative	Republican	AS	RepAmata	Amata_Coleman_Radewagen	mc_images/Amata_Coleman_Radewagen.jpg	person, official, smile	0.9303461909294128, 0.6355065107345581, 0.6011778712272644	person, clothing, woman, holding, man, standing, looking, black, shirt, smiling, phone, young, dress, red, wearing, people, umbrella, large, head, white	flag, symbol, human, person, american_flag	99.13076782226562, 99.13076782226562, 90.83985137939453, 90.83985137939453, 85.5213623046875	Woman, Flag
Dan Sullivan	54	Male	white	Senator	Republican	AK	SenDanSullivan	Dan_Sullivan_(U.S._Senator)	mc_images/Dan_Sullivan_(U.S._Senator).jpg	official, spokesperson, suit, businessperson, necktie, speech, speaker, public_speaking, gentleman, elder	0.8938397169113159, 0.8252074122428894, 0.8075407147407532, 0.7805925011634827, 0.7665020227432251, 0.6613175868988037, 0.6322043538093567, 0.5817266702651978, 0.5415846705436707, 0.5080235600471497	person, man, necktie, suit, indoor, clothing, standing, posing, wearing, smiling, photo, dressed, camera, woman, business, front, black, holding, red, people, room, young, white, blue, group	person, human, flag, symbol, crowd, american_flag, accessories, tie, accessory, press_conference, face	98.09825134277344, 98.09825134277344, 97.21269989013672, 97.21269989013672, 91.88517761230469, 77.2967758178711, 74.58712005615234, 74.58712005615234, 74.58712005615234, 70.04792022705078, 59.10316467285156	Tie, Person, Flag
David Perdue	69	Male	white	Senator	Republican	GA	sendavidperdue	David_Perdue	mc_images/David_Perdue.jpg	suit, official, businessperson, formal_wear, tuxedo, gentleman, business, necktie	0.9340410232543945, 0.8014175295829773, 0.7914055585861206, 0.7626022696495056, 0.7238211631774902, 0.63470458984375, 0.561474084854126, 0.561329185962677	person, suit, man, clothing, building, outdoor, standing, dressed, woman, wearing, black, holding, business, posing, sitting, talking, wedding, sign, people, white	clothing, apparel, human, executive, person, coat, overcoat, suit, attorney, jacket, blazer, face, tuxedo, accessory, accessories, tie, smile, man, head	99.47779083251953, 99.47779083251953, 98.70518493652344, 98.70518493652344, 98.70518493652344, 97.82951354980469, 97.82951354980469, 97.82951354980469, 96.36891174316406, 95.82235717773438, 95.82235717773438, 93.5610580444336, 74.42916870117188, 65.87162780761719, 65.87162780761719, 65.87162780761719, 61.629764556884766, 58.553497314453125, 56.987953186035156	Man, Tie, Person
Joni Ernst	48	Female	white	Senator	Republican	IA	SenJoniErnst	Joni_Ernst	mc_images/Joni_Ernst.jpg	human_hair_color, hairstyle, official, businessperson, smile, long_hair, white_collar_worker, hair_coloring	0.8949909806251526, 0.7965256571769714, 0.7018418908119202, 0.6990218758583069, 0.6254482269287109, 0.5971906185150146, 0.5940467715263367, 0.5879573225975037	person, indoor, woman, holding, smiling, front, table, standing, black, sitting, red, posing, food, shirt, young, man, large, computer, plate, people, white	person, human, smile, face, dimples, apparel, suit, coat, clothing, overcoat, photo, portrait, photography, female	99.9737319946289, 99.9737319946289, 99.9737319946289, 99.9737319946289, 93.68925476074219, 73.89401245117188, 73.89401245117188, 73.89401245117188, 73.89401245117188, 73.89401245117188, 61.11656951904297, 61.11656951904297, 61.11656951904297, 60.14994430541992	Woman
Thom Tillis	58	Male	white	Senator	Republican	NC	senthomtillis	Thom_Tillis	mc_images/Thom_Tillis.jpg	official, chin, businessperson, spokesperson, suit, gentleman, elder, speaker, public_speaking, business, necktie	0.8790233135223389, 0.7688284516334534, 0.7649478912353516, 0.7561249136924744, 0.6576375365257263, 0.6138425469398499, 0.6035861968994141, 0.5434339642524719, 0.5384880900382996, 0.531427800655365, 0.5179666876792908	person, man, suit, indoor, necktie, red, wearing, posing, standing, holding, photo, smiling, front, business, older, dressed, camera, glasses, giving, woman, sign, white, people, room	face, human, person, flag, symbol, tie, accessories, accessory, american_flag, necktie, crowd, people, portrait, photo, photography, smile	99.1135025024414, 99.1135025024414, 99.1135025024414, 95.76325988769531, 95.76325988769531, 89.36248779296875, 89.36248779296875, 89.36248779296875, 80.88825225830078, 68.32244110107422, 67.17418670654297, 57.709102630615234, 57.6231803894043, 57.6231803894043, 57.6231803894043, 56.734901428222656	Tie, Man
Mike Rounds	64	Male	white	Senator	Republican	SD	SenatorRounds	Mike_Rounds	mc_images/Mike_Rounds.jpg	official, necktie, suit, spokesperson, businessperson, speaker, speech	0.8903019428253174, 0.8114962577819824, 0.8096864223480225, 0.807833194732666, 0.7613610625267029, 0.654344916343689, 0.577856183052063	person, man, suit, wearing, posing, standing, red, dressed, smiling, photo, front, holding, camera, young, black, woman, people, sign, group, white, blue	flag, symbol, human, person, accessory, accessories, tie, american_flag, necktie, text	98.75682067871094, 98.75682067871094, 95.48184967041016, 95.48184967041016, 94.7276611328125, 94.7276611328125, 94.7276611328125, 86.20970153808594, 77.73643493652344, 63.2808723449707	Tie, Flag
Mark Walker	49	Male	white	Representative	Republican	NC	RepMarkWalker	Mark_Walker_(North_Carolina_politician)	mc_images/Mark_Walker_(North_Carolina_politician).jpg	person, official, spokesperson, businessperson, suit, speaker, white_collar_worker	0.9376410245895386, 0.8899275064468384, 0.8101055026054382, 0.7971978783607483, 0.7209649085998535, 0.5537725687026978, 0.5066800713539124	person, man, suit, necktie, clothing, wearing, red, looking, business, front, dressed, standing, holding, white	symbol, flag, human, person, face, accessory, accessories, tie, american_flag, necktie, attorney	98.57695770263672, 98.57695770263672, 95.38829803466797, 95.38829803466797, 93.12347412109375, 90.36102294921875, 90.36102294921875, 90.36102294921875, 85.81670379638672, 70.54387664794922, 56.58052062988281	Tie, Flag
Benjamin Sasse	46	Male	white	Senator	Republican	NE	SenSasse	Ben_Sasse	mc_images/Ben_Sasse.jpg	suit, formal_wear, blazer, businessperson, tuxedo, outerwear, gentleman, necktie, official, business, white_collar_worker, hotel_manager	0.9773290753364563, 0.8654456734657288, 0.8346405029296875, 0.7639598250389099, 0.7583723664283752, 0.7456550002098083, 0.6668151617050171, 0.6466003060340881, 0.6415392756462097, 0.5922151803970337, 0.5182717442512512, 0.5178661942481995	person, building, man, clothing, suit, standing, front, woman, holding, wearing, black, talking, dressed, red, table, phone, glasses, wedding, walking, street, white, tall, people	apparel, clothing, coat, overcoat, suit, jacket, blazer, human, person, architecture, building, pillar, column, man, tuxedo	99.71041107177734, 99.71041107177734, 99.47357940673828, 99.47357940673828, 99.47357940673828, 96.98102569580078, 96.98102569580078, 96.45512390136719, 96.45512390136719, 95.91703033447266, 95.91703033447266, 81.142822265625, 81.142822265625, 80.64779663085938, 60.706809997558594	Person, Man, Tie
Daniel Donovan	62	Male	white	Representative	Republican	NY	RepDanDonovan	Dan_Donovan_(politician)	mc_images/Dan_Donovan_(politician).jpg	person, official, chin, forehead, spokesperson, businessperson, elder, gentleman, white_collar_worker, television_presenter, suit, smile	0.943621814250946, 0.878542959690094, 0.8234956860542297, 0.8018909096717834, 0.784356415271759, 0.7832165360450745, 0.6704573035240173, 0.626210629940033, 0.5577397346496582, 0.5316593647003174, 0.5264295339584351, 0.52476966381073	person, man, suit, necktie, clothing, indoor, wearing, front, standing, business, looking, holding, posing, sitting, camera, dressed, smiling, black, red, sign, white, woman, people	person, face, human, accessory, tie, accessories, necktie, head, executive, photo, photography, portrait	99.13292694091797, 99.13292694091797, 99.13292694091797, 98.90129089355469, 98.90129089355469, 98.90129089355469, 91.99088287353516, 88.61299133300781, 72.77357482910156, 67.57624816894531, 67.57624816894531, 67.57624816894531	Tie, Man
Trent Kelly	52	Male	white	Representative	Republican	MS	reptrentkelly	Trent_Kelly	mc_images/Trent_Kelly.jpg	official, businessperson, military_officer, suit, spokesperson, speech, speaker, public_speaking, military_person	0.8927527666091919, 0.7567651867866516, 0.748651385307312, 0.7461675405502319, 0.7301942706108093, 0.6628233194351196, 0.6373288035392761, 0.6248845458030701, 0.6148859858512878	person, man, suit, necktie, clothing, wearing, standing, front, holding, dressed, posing, red, black, military, white, woman, sign, people	symbol, flag, american_flag, human, person, face, tie, accessories, accessory, attorney	99.1026382446289, 99.1026382446289, 90.33454132080078, 89.3927230834961, 89.3927230834961, 75.60057067871094, 74.8080062866211, 74.8080062866211, 74.8080062866211, 56.1118278503418	Tie, Man, Flag, Person
Darin LaHood	50	Male	white	Representative	Republican	IL	RepLaHood	Darin_LaHood	mc_images/Darin_LaHood.jpg	suit, official, necktie, businessperson, spokesperson, business, white_collar_worker, speaker, gentleman, speech, formal_wear, public_speaking	0.9091473817825317, 0.8899328112602234, 0.8528037667274475, 0.7987899780273438, 0.7366899251937866, 0.6175808906555176, 0.6060976386070251, 0.6014840602874756, 0.5992311835289001, 0.5795757174491882, 0.5737262964248657, 0.5584487318992615	person, man, suit, clothing, necktie, indoor, wearing, standing, posing, dressed, holding, looking, camera, red, front, people, smiling, white	symbol, flag, human, person, accessories, accessory, tie, american_flag, face, necktie, attorney	98.32892608642578, 98.32892608642578, 92.46041870117188, 92.46041870117188, 91.05007934570312, 91.05007934570312, 91.05007934570312, 87.63052368164062, 80.12263488769531, 69.64447784423828, 57.35021209716797	Tie, Flag, Man, Person
Warren Davidson	48	Male	white	Representative	Republican	OH	WarrenDavidson	Warren_Davidson	mc_images/Warren_Davidson.jpg	official, businessperson, military_officer, spokesperson, suit, necktie, military_person, speaker	0.8918886780738831, 0.6968722343444824, 0.6830788254737854, 0.6513740420341492, 0.6329361796379089, 0.5246822237968445, 0.5149232745170593, 0.5101542472839355	person, man, necktie, suit, clothing, wearing, striped, standing, red, looking, front, dressed, shirt, young, holding, black, woman, white, blue, street	symbol, flag, american_flag, human, person, accessories, tie, accessory, face	98.99526977539062, 98.99526977539062, 89.16040802001953, 88.55195617675781, 88.55195617675781, 73.35132598876953, 73.35132598876953, 73.35132598876953, 56.51542663574219	Tie, Flag, Person, Man
Colleen Hanabusa	67	Female	asian	Representative	Democrat	HI	RepHanabusa	Colleen_Hanabusa	mc_images/Colleen_Hanabusa.jpg	hairstyle, chin, cheek, smile, hair_coloring, girl	0.8479013442993164, 0.7927136421203613, 0.739345133304596, 0.7049747109413147, 0.5634029507637024, 0.5133550763130188	person, indoor, clothing, holding, dress, red, young, table, standing, woman, sitting, shirt, man, little, wearing, phone, girl, yellow, large, white, blue, room, pizza	flag, symbol, person, human, american_flag	99.74030303955078, 99.74030303955078, 93.43334197998047, 93.43334197998047, 92.96221923828125	Woman, Flag, Clothing
James Comer	46	Male	white	Representative	Republican	KY	NA	James_Comer_(politician)	mc_images/James_Comer_(politician).jpg	suit, official, businessperson, formal_wear, spokesperson, tuxedo, necktie, elder, speaker, gentleman, business	0.9234764575958252, 0.892174482345581, 0.7873747944831848, 0.7066518664360046, 0.6825135350227356, 0.6254890561103821, 0.5990557074546814, 0.5448379516601562, 0.5430008769035339, 0.5175567269325256, 0.5029308795928955	person, suit, necktie, man, clothing, wearing, red, dressed, standing, jacket, posing, young, front, smiling, boy, holding, woman, black, white, hat, sign	symbol, flag, person, human, american_flag, face, accessories, accessory, tie	99.76205444335938, 99.76205444335938, 94.9097671508789, 94.9097671508789, 92.98463439941406, 81.16678619384766, 67.74263000488281, 67.74263000488281, 67.74263000488281	Tie, Flag
Dwight Evans	64	Male	african_american	Representative	Democrat	PA	RepDwightEvans	Dwight_Evans_(politician)	mc_images/Dwight_Evans_(politician).jpg	person, official, suit, elder, businessperson, speaker, formal_wear, speech, gentleman, public_speaking, tuxedo	0.9332926869392395, 0.8862529397010803, 0.7815192341804504, 0.736433207988739, 0.7363325357437134, 0.6400623321533203, 0.5790440440177917, 0.5659799575805664, 0.5453492403030396, 0.5226393342018127, 0.522041380405426	person, suit, man, clothing, standing, dressed, wearing, holding, posing, business, woman, black, red, people, white, group, sign	flag, symbol, face, human, person, accessories, tie, accessory, american_flag, necktie	98.95137023925781, 98.95137023925781, 97.52803039550781, 97.52803039550781, 97.52803039550781, 94.0296630859375, 94.0296630859375, 94.0296630859375, 86.70807647705078, 73.60208129882812	Tie, Flag, Man, Person
Kamala Harris	54	Female	african_american, asian	Senator	Democrat	CA	SenKamalaHarris	Kamala_Harris	mc_images/Kamala_Harris.jpg	hairstyle, suit, spokesperson, official, outerwear, long_hair, smile, businessperson, brown_hair, television_presenter, product	0.8568570017814636, 0.7615096569061279, 0.7514788508415222, 0.7259507179260254, 0.712861955165863, 0.699107825756073, 0.6756887435913086, 0.6634365916252136, 0.5411716103553772, 0.516409695148468, 0.5025903582572937	person, indoor, woman, table, holding, standing, front, man, food, young, large, black, people, cutting, red, white, room, suit, phone, shirt	symbol, flag, human, person, face, american_flag, female, smile	98.20655822753906, 98.20655822753906, 97.0037841796875, 97.0037841796875, 97.0037841796875, 84.92239379882812, 61.820953369140625, 57.864749908447266	Person, Flag
John Kennedy	67	Male	white	Senator	Republican	LA	SenJohnKennedy	John_Neely_Kennedy	mc_images/John_Neely_Kennedy.jpg	person, official, spokesperson, businessperson, elder, senior_citizen, speaker, gentleman	0.9371691346168518, 0.8882384300231934, 0.7672852277755737, 0.7650572657585144, 0.7255996465682983, 0.6476672291755676, 0.6222080588340759, 0.5578420758247375	person, man, suit, clothing, necktie, wearing, holding, standing, dressed, posing, smiling, front, older, woman, black, white, red, people, young, blue, sign	human, person, face, symbol, flag, accessories, tie, accessory, american_flag, necktie, attorney, portrait, photography, photo, head	97.17598724365234, 97.17598724365234, 95.15340423583984, 93.95686340332031, 93.95686340332031, 93.4125747680664, 93.4125747680664, 93.4125747680664, 76.30919647216797, 76.09469604492188, 66.55659484863281, 61.35262680053711, 61.35262680053711, 61.35262680053711, 59.8048210144043	Tie, Man
Margaret Hassan	60	Female	white	Senator	Democrat	NH	Senatorhassan	Maggie_Hassan	mc_images/Maggie_Hassan.jpg	blue, person, official, spokesperson, chin, hairstyle, newsreader, smile, television_presenter, newscaster, speaker, iris, electric_blue, businessperson	0.9681546092033386, 0.9439384937286377, 0.8700587153434753, 0.8583073616027832, 0.8346057534217834, 0.828410267829895, 0.7899354696273804, 0.7705144286155701, 0.7302221059799194, 0.6653645038604736, 0.5557699203491211, 0.538033127784729, 0.5151087045669556, 0.5053218603134155	person, woman, standing, holding, blue, posing, wearing, front, young, table, smiling, food, suit, man, shirt, laptop, cut, cutting, cake, purple, white, red, phone	flag, symbol, person, human, american_flag, face, female	99.50056457519531, 99.50056457519531, 95.88536834716797, 95.88536834716797, 92.00884246826172, 80.85307312011719, 63.06907272338867	Person, Flag
Catherine Cortez Masto	54	Female	hispanic	Senator	Democrat	NV	sencortezmasto	Catherine_Cortez_Masto	mc_images/Catherine_Cortez_Masto.jpg	blue, person, official, spokesperson, newsreader, outerwear, smile, television_presenter, speaker, businessperson, newscaster, iris	0.9682934880256653, 0.928260862827301, 0.8402258157730103, 0.833624005317688, 0.8030998706817627, 0.7384605407714844, 0.7024175524711609, 0.7018895745277405, 0.69575434923172, 0.6630418300628662, 0.6344876289367676, 0.5134884119033813	person, woman, indoor, standing, holding, table, laptop, young, looking, posing, smiling, front, man, shirt, girl, computer, people, blue, room, white, umbrella, phone	flag, symbol, person, human, american_flag	99.3759765625, 99.3759765625, 95.57537078857422, 95.57537078857422, 91.3654556274414	Woman, Flag, Person
Bradley Schneider	57	Male	white	Representative	Democrat	IL	repschneider	Brad_Schneider	mc_images/Brad_Schneider.jpg	suit, official, businessperson, white_collar_worker, spokesperson, formal_wear, gentleman, business, necktie, tuxedo, speaker, public_speaking, speech, elder, smile	0.9148840308189392, 0.8851380348205566, 0.8035404086112976, 0.736055314540863, 0.7085747122764587, 0.6836308836936951, 0.6434050798416138, 0.6190359592437744, 0.603644073009491, 0.5763823390007019, 0.5736252069473267, 0.5392459630966187, 0.5360797047615051, 0.50881427526474, 0.5051812529563904	person, man, suit, indoor, front, looking, business, standing, wearing, dressed, sitting, holding, table, laptop, black, people, computer, young, woman, white, red, sign	symbol, flag, american_flag, person, human, face, accessories, tie, accessory, apparel, coat, overcoat, suit, clothing, necktie, tuxedo, smile	99.7552719116211, 99.7552719116211, 92.82052612304688, 92.31759643554688, 92.31759643554688, 86.9758529663086, 86.67560577392578, 86.67560577392578, 86.67560577392578, 81.75525665283203, 81.75525665283203, 81.75525665283203, 81.75525665283203, 81.75525665283203, 66.1166763305664, 59.818511962890625, 58.677066802978516	Tie, Person, Man, Flag
Carol Shea-Porter	66	Female	white	Representative	Democrat	NH	repsheaporter	Carol_Shea-Porter	mc_images/Carol_Shea-Porter.jpg	blue, person, official, spokesperson, smile, hairstyle, senior_citizen, television_presenter, speaker, newsreader, portrait, electric_blue	0.9683400392532349, 0.9380505084991455, 0.8452858924865723, 0.8335002064704895, 0.8220250010490417, 0.8073975443840027, 0.7454546093940735, 0.562626302242279, 0.5437917113304138, 0.5110161304473877, 0.5011298656463623, 0.5002596974372864	person, woman, table, lady, shirt, holding, blue, front, food, smiling, laptop, using, young, standing, girl, people, man, red, large, plate, computer, phone, white	flag, symbol, american_flag, human, person	99.85841369628906, 99.85841369628906, 95.71604919433594, 92.66053771972656, 92.66053771972656	Woman, Flag, Clothing
Tom O’Halleran	72	Male	white	Representative	Democrat	AZ	repohalleran	Tom_O'Halleran	mc_images/Tom_O'Halleran.jpg	person, senior_citizen, official, elder, chin, forehead, businessperson, smile, speaker	0.9361440539360046, 0.9021798372268677, 0.8891682028770447, 0.8174610137939453, 0.8135443925857544, 0.7737472057342529, 0.7373422980308533, 0.7128175497055054, 0.5817884206771851	person, suit, man, clothing, smiling, holding, posing, wearing, standing, woman, sign, older, front, old, dressed, blue, red, white	face, person, human, tie, accessories, accessory, head, executive, necktie, smile, photography, photo, portrait, mouth, teeth, lip, attorney, crowd	99.06697082519531, 99.06697082519531, 99.06697082519531, 97.39288330078125, 97.39288330078125, 97.39288330078125, 96.60965728759766, 94.7151107788086, 87.20027160644531, 82.91655731201172, 66.96136474609375, 66.96136474609375, 66.96136474609375, 64.48096466064453, 64.48096466064453, 64.48096466064453, 62.95615768432617, 55.58565139770508	Tie, Man
Andy Biggs	60	Male	white	Representative	Republican	AZ	RepAndyBiggsAZ	Andy_Biggs_(politician)	mc_images/Andy_Biggs_(politician).jpg	official, businessperson, public_speaking, spokesperson, business, suit, elder, speaker, management, energy, white_collar_worker	0.8331027626991272, 0.7942140698432922, 0.7803714871406555, 0.7570147514343262, 0.7344364523887634, 0.6849967241287231, 0.6801539063453674, 0.6120860576629639, 0.5989042520523071, 0.5338338017463684, 0.5228977203369141	person, man, suit, posing, front, standing, sitting, business, holding, wearing, older, table, dressed, people, sign, old	apparel, coat, overcoat, clothing, suit, person, human, man, executive, home_decor, head, linen	98.97706604003906, 98.97706604003906, 98.97706604003906, 98.97706604003906, 98.97706604003906, 98.9454345703125, 98.9454345703125, 90.52262878417969, 76.07501220703125, 67.43519592285156, 63.877174377441406, 55.8768310546875	Tie, Man
Ro Khanna	42	Male	asian	Representative	Democrat	CA	RepRoKhanna	Ro_Khanna	mc_images/Ro_Khanna.jpg	suit, necktie, official, businessperson, formal_wear, spokesperson, speaker, gentleman, business, tuxedo, elder, public_speaking, white_collar_worker, speech	0.9352554082870483, 0.9187095165252686, 0.871727466583252, 0.7995720505714417, 0.678857684135437, 0.668282687664032, 0.6504566669464111, 0.6478583216667175, 0.6363199949264526, 0.6058787703514099, 0.600470244884491, 0.5693219900131226, 0.5520924925804138, 0.5270190834999084	person, suit, man, necktie, clothing, wearing, photo, posing, camera, standing, front, holding, smiling, blue, dressed, grey, young, white	flag, symbol, tie, accessories, accessory, human, person, coat, suit, clothing, overcoat, apparel, american_flag, necktie, man, face	93.5486831665039, 93.5486831665039, 92.07743835449219, 92.07743835449219, 92.07743835449219, 90.94671630859375, 90.94671630859375, 80.1293716430664, 80.1293716430664, 80.1293716430664, 80.1293716430664, 80.1293716430664, 79.87237548828125, 69.72488403320312, 61.76980972290039, 55.311119079589844	Tie, Man, Person, Flag
